Material;Material desc;Grupo art. Desc;Jerar;NEGOCIO desc;Tipo producto;Familia
17124;ADAPTADOR GEN 4MBSPP-4FP C/SELLO COBRE;CORREAS;"	PARKER INDUSTRIAL";EMSESA;;
17158;ADAPTADOR 16MBSPP-12FP C/BONDER;CORREAS;"	PARKER INDUSTRIAL";EMSESA;;
17224;FLEXIBLE CATERPILLAR N-1466174;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
17228;FLEXIBLE CATERPILLAR N-1255085;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
17265;FLEXIBLE CATERPILLAR N-8X6213;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
17266;FLEXIBLE CATERPILLAR N-9U8509;FLEXIBLES OEM;"	PARKER INDUSTRIAL";EMSESA;MANGUERAS HIDRAULICAS;FLEXIBLES
17381;FITTING INDUSTRIAL PARKER 62PLP-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17383;FITTING INDUSTRIAL PARKER 62PLP-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17384;FITTING INDUSTRIAL PARKER 62PLP-8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17395;FITTING INDUSTRIAL PARKER W68PLP-4-2;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17396;FITTING INDUSTRIAL PARKER W68PLP-6-2;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17398;FITTING INDUSTRIAL PARKER W68PLP-4-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17399;FITTING INDUSTRIAL PARKER W68PLP-6-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17400;FITTING INDUSTRIAL PARKER W68PLP-4-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17402;FITTING INDUSTRIAL PARKER W68PLP-6-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17403;FITTING INDUSTRIAL PARKER W68PLP-8-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17404;FITTING INDUSTRIAL PARKER W68PLP-6-8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17405;FITTING INDUSTRIAL PARKER W68PLP-8-8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17406;FITTING INDUSTRIAL PARKER W68PLP-8-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17412;"FITTING PARKER 68PL-8X3/8""(W68LF-8M-6R)";PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17420;FITTING INDUSTRIAL PARKER 164PLP-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17422;FITTING INDUSTRIAL PARKER 164PLP-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17423;FITTING INDUSTRIAL PARKER 164PL-8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17425;FITTING INDUSTRIAL PARKER 165PLP-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17430;FITTING INDUSTRIAL PARKER 169PL-4-2;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17433;FITTING INDUSTRIAL PARKER W169PLP-4-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17435;FITTING INDUSTRIAL PARKER W169PLP-6-4;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17436;FITTING INDUSTRIAL PARKER W169PLP-4-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17437;FITTING INDUSTRIAL PARKER W169PLP-6-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17438;FITTING INDUSTRIAL PARKER W169PLP-8-6;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17439;FITTING INDUSTRIAL PARKER W169PLP-6-8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17440;FITTING INDUSTRIAL PARKER W169PLP-8-8;PRESTOLOK;"	CONDUCCION DE FLUIDOS";EMSESA;;
17681;CARRO FILTRADO PARKER 10MFP240SA10QBVPI1;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
17701;SIS FILTRACION GT4E10Q1 GUARDIAN PARKER;FILTROS HIDRAULICOS;"	FILTRACION";EMSESA;;
17775;KIT DE INDENTIFICACION MIK-1;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17794;MANGUITOS SR-B-072;ACOPLES SEGURO;"	MANGUERAS HIDRAULICAS";EMSESA;;
17795;ETIQUETAS JK-TAG;CORREAS;"	PARKER INDUSTRIAL";EMSESA;;
17796;MAQUINA ENSAMBLADORA BANDIT;ACOPLES Y ACCESORIOS;"	CONEXION INDUSTRIAL";EMSESA;;
17800;MAQUINA PARKER 82C-0HP;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17809;"GRASERA RECTA 1/8"" NPT";MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17810;"GRASERA RECTA 1/4"" NPT";MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17811;"GRASERA RECTA 5/16""SAE";MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17812;"GRASERA 90º 1/8"" NPT";MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17814;"GRASERA 45º 1/8"" NPT";MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17815;"GRASERA 45º 1/4"" NPT";MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17896;PISTOLA DE AIRE 410-SV;MAQ.MOLDES Y ACC.;"	PARKER INDUSTRIAL";EMSESA;;
17944;FITTING INSTR PARKER 4 BZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17946;FITTING INSTR PARKER 8 BZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17950;FITTING INSTR PARKER 4 BZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17961;FITTING INSTR PARKER 4-2 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17962;FITTING INSTR PARKER 4-4 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17963;FITTING INSTR PARKER 4-6 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17966;FITTING INSTR PARKER 6-4 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17967;FITTING INSTR PARKER 6-6 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17968;FITTING INSTR PARKER 6-8 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17969;FITTING INSTR PARKER 8-4 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17971;FITTING INSTR PARKER 8-8 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17974;FITTING INSTR PARKER 12-12 CBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17977;FITTING INSTR PARKER 4-2 CBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17978;FITTING INSTR PARKER 4-4 CBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17983;FITTING INSTR PARKER 6-4 CBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17984;FITTING INSTR PARKER 6-6 CBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
17988;FITTING INSTR PARKER 8-8 CBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18003;FITTING INSTR PARKER 8 CP-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18020;FITTING INSTR PARKER 8-8 DBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18024;FITTING INSTR PARKER 4-4 DBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18043;FITTING INSTR PARKER 4-4 EBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18045;FITTING INSTR PARKER 8-8 EBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18063;FITTING INSTR PARKER 2-2 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18065;FITTING INSTR PARKER 2-6 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18067;FITTING INSTR PARKER 4-2 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18068;FITTING INSTR PARKER 4-4 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18069;FITTING INSTR PARKER 4-6 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18070;FITTING INSTR PARKER 4-8 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18072;FITTING INSTR PARKER 6-2 FBZ-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18073;FITTING INSTR PARKER 6-4 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18074;FITTING INSTR PARKER 6-6 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18075;FITTING INSTR PARKER 6-8 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18076;FITTING INSTR PARKER 8-4 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18077;FITTING INSTR PARKER 8-6 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18078;FITTING INSTR PARKER 8-8 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18079;FITTING INSTR PARKER 8-12 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18082;FITTING INSTR PARKER 12-8 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18083;FITTING INSTR PARKER 12-12 FBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18094;FITTING INSTR PARKER 4-2 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18095;FITTING INSTR PARKER 4-4 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18096;FITTING INSTR PARKER 4-6 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18097;FITTING INSTR PARKER 4-8 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18100;FITTING INSTR PARKER 6-2 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18101;FITTING INSTR PARKER 6-4 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18102;FITTING INSTR PARKER 6-6 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18103;FITTING INSTR PARKER 6-8 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18104;FITTING INSTR PARKER 8-4 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18105;FITTING INSTR PARKER 8-6 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18106;FITTING INSTR PARKER 8-8 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18107;FITTING INSTR PARKER 8-12 FBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18127;FITTING INSTR PARKER 4-4 FE-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18128;FITTING INSTR PARKER 6-6 FE-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18129;FITTING INSTR PARKER 8-8 FE-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18136;FITTING INSTR PARKER 8-8 FE-S;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18138;FITTING INSTR PARKER 2-2 FHC-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18140;FITTING INSTR PARKER 4-4 FHC-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18142;FITTING INSTR PARKER 6-6 FHC-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18145;FITTING INSTR PARKER 8-8 FHC-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18147;FITTING INSTR PARKER 12-12 FHC-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18150;FITTING INSTR PARKER 4-4 FHC-B;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18154;FITTING INSTR PARKER 8-4 FHC-B;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18156;FITTING INSTR PARKER 8-8 FHC-B;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18159;FITTING INSTR PARKER 4-4 FHC-S;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18176;FITTING INSTR PARKER 6 FNZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18177;FITTING INSTR PARKER 8 FNZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18180;FITTING INSTR PARKER 4 FNZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18181;FITTING INSTR PARKER 8 FNZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18182;FITTING INSTR PARKER 4-4-4 FT-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18183;FITTING INSTR PARKER 6-6-6 FT-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18184;FITTING INSTR PARKER 8-8-8 FT-SS;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18189;FITTING INSTR PARKER 4-4-4 FT-S;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18196;FITTING INSTR PARKER 8 FX-S;FITTING INST A-LOK;"	INST.PARKER CPI";EMSESA;;
18203;FITTING INSTR PARKER 4-2 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18204;FITTING INSTR PARKER 4-4 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18205;FITTING INSTR PARKER 4-6 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18206;FITTING INSTR PARKER 4-8 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18208;FITTING INSTR PARKER 6-4 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18209;FITTING INSTR PARKER 6-6 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18210;FITTING INSTR PARKER 6-8 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18213;FITTING INSTR PARKER 8-8 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18214;FITTING INSTR PARKER 8-12 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18216;FITTING INSTR PARKER 12-8 GBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18219;FITTING INSTR PARKER 4-4 GBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18221;FITTING INSTR PARKER 4-8 GBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18229;FITTING INSTR PARKER 8-8 GBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18230;FITTING INSTR PARKER 8-12 GBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18251;FITTING INSTR PARKER 4-4 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18252;FITTING INSTR PARKER 6-4 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18253;FITTING INSTR PARKER 6-6 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18255;FITTING INSTR PARKER 8-4 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18256;FITTING INSTR PARKER 8-6 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18257;FITTING INSTR PARKER 8-8 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18261;FITTING INSTR PARKER 12-8 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18263;FITTING INSTR PARKER 12-12 HBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18268;FITTING INSTR PARKER 4-4 HBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18270;FITTING INSTR PARKER 6-4 HBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18271;FITTING INSTR PARKER 6-6 HBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18272;FITTING INSTR PARKER 8-4 HBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18274;FITTING INSTR PARKER 8-8 HBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18299;FITTING INSTR PARKER 4-4-4 JBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18301;FITTING INSTR PARKER 6-6-6 JBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18302;FITTING INSTR PARKER 8-8-8 JBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18304;FITTING INSTR PARKER 12-12-12 JBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18307;FITTING INSTR PARKER 4-4-4 JBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18309;FITTING INSTR PARKER 6-6-6 JBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18310;FITTING INSTR PARKER 8-8-8 JBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18498;FITTING PARKER 8-8 MCN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18516;"FITTING INSTR PARKER MHLN-4-SS-2,5""";FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18517;FITTING INSTR PARKER 4-4 MHLN-SS 2.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18518;FITTING INSTR PARKER 4-4 MHLN-SS 3.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18519;FITTING INSTR PARKER 4-4 MHLN-SS 4.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18520;FITTING INSTR PARKER 6-6 MHLN-SS 2.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18522;FITTING INSTR PARKER 8-8 MHLN-SS 2.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18523;FITTING INSTR PARKER 8-8 MHLN-SS 3.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18527;FITTING INSTR PARKER 4-4 MHLN-B 3.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18530;FITTING INSTR PARKER 8-8 MHLN-B 3.0;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18541;FITTING INSTR PARKER 4-4 MHN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18544;FITTING INSTR PARKER 6-6 MHN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18545;FITTING INSTR PARKER 8-4 MHN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18547;FITTING INSTR PARKER 8-8 MHN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18548;FITTING INSTR PARKER 12-8 MHN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18549;FITTING INSTR PARKER 12-12 MHN-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18554;FITTING INSTR PARKER 4-4 MHN-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18556;FITTING INSTR PARKER 6-6 MHN-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18559;FITTING INSTR PARKER 8-8 MHN-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18574;FITTING INSTR PARKER 4-4-4 OBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18580;FITTING INSTR PARKER 4 PH-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18582;FITTING INSTR PARKER 6 PH-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18583;FITTING INSTR PARKER 8 PH-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18584;FITTING INSTR PARKER 12 PH-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18585;FITTING INSTR PARKER 16 PH-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18587;FITTING INSTR PARKER 2 PH-B;FITTING METR.SCHWER;"	CONDUCCION DE FLUIDOS";EMSESA;;
18588;FITTING INSTR PARKER 4 PH-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18589;FITTING INSTR PARKER 6 PH-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18590;FITTING INSTR PARKER 8 PH-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18591;FITTING INSTR PARKER 12 PH-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18593;FITTING INSTR PARKER 4 PH-S;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18609;FITTING INSTR PARKER 4-4 P2BZ6-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18610;FITTING INSTR PARKER 6-6 P2BZ6-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18616;FITTING INSTR PARKER 8-4 RA-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18617;FITTING INSTR PARKER 8-6 RA-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18619;FITTING INSTR PARKER 12-8 RA-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18630;FITTING INSTR PARKER 4-2 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18632;FITTING INSTR PARKER 6-4 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18633;FITTING INSTR PARKER 4-2 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18634;FITTING INSTR PARKER 8-4 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18635;FITTING INSTR PARKER 8-6 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18636;FITTING INSTR PARKER 12-4 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18637;FITTING INSTR PARKER 12-6 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18638;FITTING INSTR PARKER 12-8 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18640;FITTING INSTR PARKER 16-8 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18641;FITTING INSTR PARKER 16-12 RB-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18645;FITTING INSTR PARKER 4-2 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18647;FITTING INSTR PARKER 6-4 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18650;FITTING INSTR PARKER 8-4 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18651;FITTING INSTR PARKER 8-6 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18652;FITTING INSTR PARKER 12-4 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18653;FITTING INSTR PARKER 12-6 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18654;FITTING INSTR PARKER 12-8 RB-B;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18658;FITTING INSTR PARKER 12-8 RB-S;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18671;FITTING INSTR PARKER 4-4-4 RBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18681;FITTING INSTR PARKER 8-8-8 SBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18683;FITTING INSTR PARKER 4-4-4 SBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18684;FITTING INSTR PARKER 6-6-4 SBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18698;FITTING INSTR PARKER 8-8 SE-S;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18727;FITTING INSTR PARKER 4 TZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18729;FITTING INSTR PARKER 6 TZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18730;FITTING INSTR PARKER 8 TZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18737;FITTING INSTR PARKER 4 TZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18739;FITTING INSTR PARKER 6 TZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18740;FITTING INSTR PARKER 8 TZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18759;FITTING INSTR PARKER 4-4 WBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18761;FITTING INSTR PARKER 6-6 WBZ-SS;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18765;FITTING INSTR PARKER 6-6 WBZ-B;FITTING INST CPI;"	INST.PARKER CPI";EMSESA;;
18791;VALVULA INSTR AGUJA PARKER 4Z-V4LN-SS;VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
18808;VALVULA INSTR AGUJA PARKER 4F-V6LN-SS;VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
18809;VALVULA INSTR AGUJA PARKER 4F-V6LN-B;VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
18810;VALVULA INSTR AGUJA PARKER 4F-V6LN-S;VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
18829;VALVULA INSTR BOLA PARKER 6Z-B6LJ-SSP;VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
18868;VALVULA INSTR PARKER 4M4F-RV6-ACK-18-SS;VALVULAS INSTRUMENTACION;"	INST.PARKER CPI";EMSESA;;
18885;FILTRO INSTRUMEN PARKER 4Z-FT4-100-SS;FILTROS INSTRUMENT.;"	INST.PARKER CPI";EMSESA;;
18893;ACOPLE RAPIDO CPI 4F-Q4VY-SS;ACOPLES RAPIDO INST.;"	INST.PARKER CPI";EMSESA;;
18894;ACOPLE RAPIDO CPI 4M-Q4CY-SSP;ACOPLES RAPIDO INST.;"	INST.PARKER CPI";EMSESA;;
